Média de todos os buckets não vazios: 615;Média de todos os buckets: 0;Total de buckets com colisões: 500
Média de todos os buckets não vazios: 615;Média de todos os buckets: 5;Total de buckets com colisões: 500
Média de todos os buckets não vazios: 615;Média de todos os buckets: 30;Total de buckets com colisões: 500
Média de todos os buckets não vazios: 615;Média de todos os buckets: 51;Total de buckets com colisões: 500
Média de todos os buckets não vazios: 615;Média de todos os buckets: 307;Total de buckets com colisões: 500
Média de todos os buckets não vazios: 615;Média de todos os buckets: 51;Total de buckets com colisões: 500
Média de todos os buckets não vazios: 615;Média de todos os buckets: 615;Total de buckets com colisões: 500
Média de todos os buckets não vazios: 1539;Média de todos os buckets: 1539;Total de buckets com colisões: 200
Média de todos os buckets não vazios: 15392;Média de todos os buckets: 15392;Total de buckets com colisões: 20
